Flight;Time;Length;Airline;AirportFrom;AirportTo;DayOfWeek;Class
73350;8710;810;EV;GNV;ATL;5;0
64680;10320;980;OO;OKC;DEN;2;0
25300;3900;960;DL;RAP;MSP;7;0
4300;4300;900;AA;DFW;STL;4;0
26810;4190;860;YV;CVG;CLT;2;0
6730;6000;1570;UA;LGA;ORD;2;0
5550;12350;330;HA;OGG;HNL;5;0
32350;7450;400;MQ;DFW;ACT;5;0
12170;8850;1480;FL;MDW;SRQ;4;0
70780;11690;840;EV;LGA;IAD;4;0
4610;7950;2120;B6;BOS;RSW;1;0
21470;7800;1600;DL;LGA;ATL;1;0
21440;10200;840;XE;EWR;ROC;5;0
21110;8900;1480;DL;ATL;DFW;6;0
64500;4550;1070;OH;MCI;CVG;7;0
48710;4000;1210;OO;BIS;SLC;5;0
1820;8000;3250;DL;SEA;JFK;4;0
25390;6000;1100;DL;DCA;ATL;5;0
39170;6200;600;9E;FWA;DTW;5;0
66920;4800;2230;OH;IAH;JFK;4;0
11760;7150;1000;WN;MHT;PHL;6;0
25990;4200;2120;DL;MSP;PHX;3;0
15380;12200;990;DL;ATL;DCA;5;0
15380;8100;1800;AA;BUR;DFW;4;0
63420;12470;480;OO;SAN;LAX;2;0
28320;9450;1250;MQ;PNS;DFW;4;0
5190;4050;1000;DL;RAP;MSP;3;0
4580;12000;970;US;SLC;PHX;1;0
42380;3850;1040;9E;RST;DTW;1;0
12370;4200;750;WN;MDW;CLE;2;0
52600;5970;1000;EV;ATL;CHO;3;0
16680;8400;600;AA;DFW;TUL;6;0
46480;10930;970;OO;GEG;SLC;2;0
63720;8840;460;OO;SBA;LAX;4;0
11650;9050;2350;AA;PHL;DFW;7;0
67680;11620;880;OO;DEN;JAC;7;0
65470;3850;1510;OO;IAH;ORD;1;0
19540;4850;800;WN;JAN;HOU;6;0
28970;9500;800;WN;ELP;SAT;6;0
11410;7550;1300;WN;LIT;BWI;1;0
73050;5750;710;EV;MEM;STL;3;0
3780;6650;1250;AA;ORD;LGA;4;0
37980;11700;1900;MQ;ORD;ABQ;7;0
9390;11350;1470;UA;DEN;SAN;5;0
6600;4200;2300;AS;SEA;DFW;6;0
5330;4300;760;FL;MEM;ATL;5;0
17680;4900;800;WN;HOU;TUL;6;0
5310;9600;1350;AA;DCA;STL;5;0
45230;9900;800;MQ;BOS;LGA;5;0
3410;5770;490;HA;ITO;HNL;2;0
62950;11300;2300;OO;IAD;COS;5;0
63160;10350;1020;OH;IND;RDU;2;0
3050;7450;1650;FL;DEN;ATL;7;0
68970;4200;2000;OO;BOI;ORD;2;0
28940;7760;590;XE;CRP;IAH;1;0
160;7900;3250;HA;HNL;SAN;2;0
46500;3600;1500;MQ;LGA;ATL;3;0
3010;9850;2780;US;CLT;PHX;1;0
3160;8800;1230;AS;SEA;SFO;3;0
31140;10790;980;XE;LGA;CLE;5;0
5520;5400;1590;AS;SEA;PSP;3;0
21590;9100;1100;XE;MEM;IAH;1;0
40;7450;3350;AA;LAX;JFK;7;0
42700;8150;560;9E;CVG;FWA;4;0
55490;10950;720;EV;AVL;ATL;2;0
62690;10340;1220;OO;SEA;SFO;3;0
880;4650;2690;US;ATL;PHX;2;0
16360;7850;1050;AA;DFW;OMA;5;0
59570;11010;1050;XE;HSV;IAD;4;0
15170;8200;700;AA;SAT;DFW;1;0
6390;11700;1770;CO;MIA;EWR;7;0
70490;3600;480;OO;SEA;PDX;4;0
16970;7300;1450;US;IAH;CLT;3;0
44370;4800;1200;MQ;LGA;CMH;1;0
5550;12350;330;HA;OGG;HNL;4;0
26590;10100;1800;XE;CLE;DFW;5;0
16300;7250;1830;US;DEN;CLT;4;0
350;4800;4000;HA;PHX;HNL;4;0
15890;7450;1050;DL;DTW;BNA;2;0
54950;13050;1050;EV;ATL;BMI;1;0
6530;7750;2030;UA;PHX;ORD;5;0
6000;5700;810;B6;JFK;PWM;7;0
1210;9240;1660;UA;ORD;IAH;2;0
64900;9770;1090;OO;DEN;CID;1;0
21490;3900;590;XE;DAL;IAH;6;0
350;4800;4000;HA;PHX;HNL;2;0
37640;7300;1200;MQ;ORD;PHL;6;0
21700;5650;1000;WN;OKC;DEN;6;0
20200;7430;2210;DL;LAX;MEM;3;0
64540;4550;950;OH;CVG;DCA;7;0
14270;11100;1750;AA;TPA;DFW;1;0
59190;4910;850;XE;IAD;CAE;1;0
20170;13120;2130;DL;ATL;DEN;6;0
41260;12250;1150;MQ;ORD;TRI;5;0
54320;11750;840;EV;MEM;VPS;2;0
10410;4250;1900;AA;BOS;ORD;1;0
21460;11450;900;XE;CLE;ORF;4;0
66150;6770;1200;OO;DEN;GTF;3;0
28070;5700;790;YV;PHX;SNA;1;0
2990;6060;1040;UA;DEN;MCI;3;0
63640;12250;820;OH;CVG;MDT;5;0
4310;13550;2670;US;LAS;PHL;5;0
27460;7450;950;MQ;BRO;DFW;1;0
15590;7650;500;WN;MCO;RSW;5;0
13830;5250;1550;AA;MSP;DFW;3;0
49680;10900;640;EV;HSV;ATL;5;0
11100;4650;1650;WN;MHT;MDW;6;0
65480;3600;540;OO;ATW;ORD;2;0
25280;6200;1350;WN;MCO;PIT;1;0
2860;9980;1790;UA;IAH;IAD;4;0
64520;7750;840;OO;LAX;TUS;6;0
4290;3600;750;FL;PNS;ATL;2;0
66030;8550;1340;OH;MSP;OKC;5;0
27240;6100;850;MQ;DFW;MHK;5;0
2150;8150;850;WN;PHX;BUR;4;0
40410;9200;500;MQ;ORD;BMI;2;0
27200;8900;950;WN;SFO;LAS;3;0
42430;4000;1400;MQ;RDU;ORD;1;0
9490;10770;2490;UA;ORD;LAS;4;0
6440;9150;1400;AA;DFW;CLT;2;0
18130;5200;1140;DL;ATL;STL;3;0
5260;3600;1050;WN;PDX;SJC;2;0
7450;7950;2500;AA;LGA;DFW;6;0
54930;11800;680;EV;MEM;MLU;5;0
13410;4350;2850;AA;ORD;SFO;5;0
2840;9600;3100;AA;HNL;LAX;5;0
44700;9120;660;OO;FAR;MSP;3;0
28330;4550;1200;MQ;DFW;CID;4;0
17930;10550;1710;CO;CMH;IAH;3;0
2640;8380;1250;FL;DCA;MKE;5;0
10720;11250;950;DL;MSY;ATL;4;0
46770;6900;1160;OO;SLC;BUR;7;0
3310;3950;750;WN;PHL;PIT;1;0
5890;10000;550;AA;DFW;OKC;2;0
110;5700;600;WN;DAL;HOU;7;0
32410;9600;800;MQ;LIT;DFW;4;0
65820;9600;930;OO;SFO;CEC;5;0
32420;5750;600;MQ;SHV;DFW;3;0
1000;3850;1250;FL;DFW;ATL;2;0
11930;11540;1130;DL;CLT;DTW;4;0
24750;5700;1400;XE;TYS;IAH;4;0
29490;7750;1210;YV;PHX;TEX;1;0
28590;9500;1900;MQ;FAY;DFW;5;0
44760;7850;630;OO;GJT;SLC;6;0
65910;8900;1280;OH;DCA;IND;6;0
39700;4650;1150;MQ;ORD;BWI;7;0
15330;9850;700;WN;DEN;ABQ;1;0
8460;4930;3700;UA;IAD;SFO;1;0
15550;11800;1450;AA;MIA;SJU;1;0
64460;10600;570;OO;SMX;LAX;5;0
8120;6460;1190;UA;DEN;DFW;4;0
12090;3800;3420;DL;BOS;SLC;1;0
65490;12180;1010;OO;RDM;SFO;1;0
25090;8650;1180;DL;ORF;ATL;4;0
11470;6350;800;DL;GPT;ATL;7;0
1340;6300;2100;WN;DEN;TPA;3;0
29180;13650;600;MQ;DFW;HOU;3;0
23370;4450;1000;DL;BWI;DTW;4;0
43720;4300;1700;MQ;BDL;ORD;5;0
2030;8850;3500;AA;MIA;LAX;3;0
430;5400;3400;HA;SJC;HNL;6;0
14090;10700;1220;US;PHX;SFO;7;0
5060;3600;1200;UA;SFO;PHX;5;0
7770;11760;3610;B6;BOS;LAS;5;0
5410;4050;1780;US;DFW;LAS;1;0
6650;9950;1600;F9;DEN;SFO;3;0
19620;11650;470;YV;ITO;HNL;7;0
45280;10100;1000;MQ;CLE;LGA;1;0
26640;11750;1780;DL;DTW;PBI;4;0
8070;5000;790;FL;BWI;BOS;4;0
330;8400;3620;US;HNL;PHX;6;0
41370;13050;510;9E;DTW;MBS;4;0
2250;12200;1030;AS;SFO;PDX;7;0
10940;11350;1650;DL;ATL;MSP;6;0
9430;4200;850;US;ORF;CLT;3;0
39260;5950;1350;WN;HOU;ABQ;3;0
16700;9750;1100;US;CLT;PVD;7;0
16040;10300;1930;DL;SLC;BNA;4;0
27390;4790;1270;DL;DCA;ATL;7;0
4570;4200;650;AA;MCO;MIA;4;0
41190;4900;1150;MQ;ORD;LIT;4;0
14750;6200;1900;AA;RDU;DFW;5;0
52850;12270;1040;EV;ATL;LIT;5;0
640;10820;1130;AS;KTN;SEA;3;0
41700;6050;1100;MQ;ORD;SYR;2;0
15890;7500;1750;WN;BWI;MCI;4;0
23030;5100;1670;XE;CLT;IAH;7;0
2260;3600;3420;UA;SFO;BOS;1;0
13340;5300;2850;WN;MDW;SMF;7;0
10920;8000;1490;CO;IAH;CMH;5;0
6330;8950;1870;AS;PHX;SEA;1;0
43870;8100;650;MQ;DCA;RDU;4;0
3490;6000;720;US;ONT;PHX;3;0
59040;7480;1590;XE;BTV;ORD;3;0
7440;6840;1840;B6;SJU;MCO;3;0
9390;7750;750;FL;JAX;ATL;1;0
27250;12680;670;YV;PHX;PSP;5;0
5000;7700;1200;UA;SFO;PHX;2;0
720;5810;1390;B6;MCO;JFK;2;0
49470;9950;710;EV;CAE;ATL;1;0
27340;3500;500;MQ;ABI;DFW;7;0
18420;8250;660;US;PHL;PVD;3;0
33060;6700;1800;MQ;CAE;DFW;6;0
10920;3900;650;WN;MDW;STL;4;0
6380;9900;1750;WN;MCO;MKE;2;0
17890;4000;850;AA;ICT;DFW;1;0
150;5500;3650;HA;SAN;HNL;3;0
42530;4800;1150;MQ;ORD;ICT;3;0
8610;10400;2750;WN;MDW;LAX;7;0
43160;7350;1200;MQ;ORD;TUL;4;0
66170;9100;620;OO;DEN;RAP;5;0
22290;5000;2000;AA;MIA;DFW;3;0
8860;7900;1050;UA;SFO;LAS;3;0
27210;10650;500;MQ;DFW;ABI;5;0
4080;4700;2050;CO;IAH;EWR;4;0
13760;5700;740;DL;LGA;BOS;2;0
26820;5490;1020;YV;CLT;SYR;4;0
6950;9450;2600;AA;JFK;AUS;2;0
11200;6250;960;US;MCO;CLT;3;0
12620;3600;1690;US;MIA;PHL;3;0
1920;12680;1110;UA;ORD;BWI;2;0
1910;6000;1200;FL;DCA;ATL;5;0
12530;9800;1040;DL;ATL;PIT;2;0
12060;4200;1260;FL;RIC;MCO;1;0
50500;9400;560;EV;DTW;CAK;3;0
46920;5850;1400;OO;SLC;OKC;6;0
28180;11900;1790;YV;PHX;DSM;1;0
1450;9490;1410;F9;HOU;DEN;6;0
45980;8000;900;OO;MOT;MSP;4;0
17520;13100;1090;DL;ATL;IAD;4;0
21860;12000;830;US;DCA;LGA;2;0
2630;8700;1090;FL;MKE;DCA;4;0
4330;4200;2800;US;LAS;PHL;2;0
28500;9600;1000;MQ;SAF;DFW;7;0
65500;4800;920;OO;TUS;LAX;4;0
11390;4650;1000;WN;IND;BWI;6;0
42080;11550;1450;MQ;BWI;ORD;3;0
17590;12300;850;US;PHL;RDU;2;0
54820;9550;900;EV;CRW;ATL;2;0
36390;12900;1250;MQ;MIA;CLT;7;0
27710;9900;1500;WN;PHX;MCI;5;0
38290;7470;1130;9E;ABE;DTW;7;0
70940;11650;800;EV;DAY;IAD;2;0
29980;4000;3190;DL;PDX;JFK;2;0
6200;8550;650;AA;DFW;SAT;4;0
30680;5650;730;XE;IAH;HRL;4;0
15050;4510;2880;US;CLT;PHX;2;0
10840;10400;1900;AA;SJC;DFW;5;0
52580;9300;1430;EV;ATL;ICT;3;0
80;8650;910;B6;JFK;BUF;3;0
5170;4800;1730;AS;SNA;SEA;4;0
40070;8300;930;9E;MEM;DAL;6;0
38370;5350;550;WN;AUS;DAL;4;0
59510;3450;950;XE;CAK;ORD;2;0
6430;11600;1100;WN;SMF;PHX;7;0
35050;5250;800;WN;PIT;PHL;5;0
23630;10200;3940;DL;JFK;LAX;4;0
36330;4350;1200;MQ;MIA;CLT;2;0
4780;11850;1550;AS;SEA;LAX;6;0
2990;6110;1030;UA;DEN;MCI;2;0
46120;9000;1100;MQ;LGA;RDU;6;0
5180;11800;1590;AS;SEA;SNA;6;0
1990;4400;1570;CO;IAH;DEN;2;0
17020;4150;2250;DL;LAS;ATL;4;0
2340;3600;960;UA;OMA;ORD;6;0
18390;3600;600;AA;OKC;DFW;2;0
25140;6100;590;DL;DTW;GRR;3;0
10010;3600;710;B6;BOS;JFK;1;0
11540;7650;750;AA;DFW;ICT;2;0
11980;7200;1320;US;PBI;DCA;5;0
20980;13100;980;DL;ATL;CMH;4;0
29970;11100;3800;DL;JFK;PDX;1;0
10320;4620;1630;FL;PIT;RSW;6;0
11030;5570;1080;B6;JFK;RDU;1;0
16360;5800;850;WN;MCI;MKE;4;0
18720;3800;900;DL;TPA;ATL;7;0
350;4800;4000;HA;PHX;HNL;5;0
2690;4800;2050;DL;JFK;MIA;7;0
28610;4650;1590;DL;PHL;ATL;2;0
18630;9720;1660;DL;DCA;MSP;2;0
33910;3650;600;MQ;TXK;DFW;5;0
3330;8400;1650;AA;LGA;ORD;5;0
10500;8550;830;DL;MEM;ATL;5;0
63810;13660;430;OO;SFO;MRY;4;0
28220;11500;830;YV;PSP;PHX;7;0
12470;5100;1800;AA;BOS;ORD;4;0
790;5100;1830;US;PHX;SEA;1;0
18390;3600;600;AA;OKC;DFW;3;0
15510;6340;800;DL;MEM;ATL;7;0
21030;5750;2810;DL;ATL;LAS;6;0
3610;5260;2390;F9;TPA;DEN;3;0
27150;6300;750;MQ;DFW;LFT;6;0
2780;11700;1130;UA;ORD;MDT;4;0
18090;5500;980;US;PIT;CLT;6;0
6330;7900;3100;AA;SJU;DFW;7;0
8560;9450;2550;AA;STT;BOS;4;0
23300;6550;1270;DL;MSP;MEM;1;0
28570;8600;800;MQ;DFW;JAN;1;0
3680;7450;2270;CO;PHX;CLE;5;0
19900;8900;1050;US;CLT;IND;1;0
25580;12700;2020;XE;EWR;OMA;3;0
66680;4600;1020;OO;IDA;DEN;5;0
5980;11750;1500;AA;DFW;RDU;5;0
10190;11350;320;YV;OGG;HNL;2;0
2650;6110;1090;FL;MKE;DCA;1;0
14150;3600;1800;WN;MSY;DEN;3;0
7700;7350;1050;WN;DAL;ELP;2;0
12800;3800;2150;AA;SJC;DFW;3;0
28070;5700;790;YV;PHX;SNA;3;0
6100;3850;1290;B6;JAX;JFK;3;0
28330;6200;730;XE;IAH;JAN;4;0
8530;7050;980;UA;SAN;SFO;7;0
59760;9630;720;XE;ORD;LEX;3;0
4130;9950;3470;US;CLT;SFO;3;0
73080;11640;1070;YV;JAX;IAD;4;0
16970;9950;1300;WN;TPA;BWI;7;0
22050;3600;1200;DL;MDW;ATL;5;0
14790;8450;1500;AA;ATL;DFW;5;0
64730;11400;1230;OH;CVG;EWR;3;0
2500;10900;770;B6;LGB;OAK;3;0
33390;9200;650;MQ;DFW;AEX;4;0
10610;4300;2080;AA;JFK;MIA;1;0
37610;11800;850;WN;BOI;SEA;5;0
3470;4750;1550;CO;ORD;IAH;3;0
41790;5850;900;MQ;MQT;ORD;4;0
2610;10400;490;HA;ITO;HNL;3;0
37880;9140;1310;9E;CLE;MSP;5;0
3720;8750;550;WN;MCI;STL;2;0
40070;9400;700;MQ;ORD;CMH;7;0
20150;8950;1900;AA;DTW;MIA;5;0
23950;9450;1800;AA;CLT;DFW;6;0
38400;8550;1200;MQ;ORD;ATL;2;0
22470;8400;1600;DL;LGA;ATL;3;0
68110;13480;850;OO;LAX;RNO;2;0
47700;13030;700;OO;SLC;CPR;3;0
70680;10570;880;EV;IAD;GSP;5;0
65280;6750;1300;OH;CVG;BOS;4;0
23220;8400;900;DL;MEM;MCI;5;0
47410;9120;600;OO;IDA;SLC;1;0
33250;3600;1300;MQ;DSM;DFW;2;0
14910;7510;1390;FL;CMH;MCO;2;0
29010;11100;700;MQ;DFW;LBB;3;0
41940;10250;950;9E;MSP;BMI;1;0
5460;6610;1380;UA;PHX;SFO;3;0
19000;6750;1540;DL;ATL;BOS;7;0
27630;7340;1160;XE;VPS;IAH;4;0
17050;11500;1340;US;BDL;CLT;4;0
4290;7650;1350;WN;LAX;DEN;1;0
9440;7480;750;FL;ROC;BWI;6;0
30440;7250;1400;MQ;LAX;DEN;3;0
4340;5250;1240;FL;ATL;MKE;4;0
1960;13370;2810;B6;LAS;JFK;4;0
21680;6600;680;US;DCA;LGA;2;0
67630;9100;860;OH;JFK;SYR;2;0
16770;3450;2190;CO;PHL;IAH;3;0
2200;12500;2500;FL;MKE;LAS;5;0
45860;6100;1100;OO;SJC;SLC;5;0
1550;11500;850;WN;SFO;SAN;2;0
51530;7350;680;EV;ATL;MYR;2;0
17510;7050;700;WN;CMH;BWI;2;0
70220;8870;600;OO;ATW;ORD;3;0
65850;11000;850;OH;ATW;DTW;1;0
27240;3900;790;DL;BIS;MSP;4;0
51730;8750;840;EV;MEM;ECP;5;0
14010;8840;1560;FL;MCO;ROC;2;0
1360;14100;2900;UA;LAX;IAD;2;0
20390;9000;960;US;BOS;DCA;5;0
28470;7400;1900;MQ;CHS;DFW;4;0
4170;13500;550;AA;DFW;AUS;5;0
42430;4000;1400;MQ;RDU;ORD;4;0
29270;3850;730;XE;DCA;CLE;2;0
11780;9350;1640;FL;GRR;RSW;1;0
2900;3650;1250;FL;HOU;ATL;5;0
3020;10800;1150;UA;ORD;ALB;2;0
11330;6400;700;WN;MAF;DAL;1;0
37840;11850;780;9E;MEM;COU;3;0
20410;9600;920;US;BOS;DCA;3;0
43510;11750;700;MQ;ORD;LSE;7;0
26650;9300;860;YV;CVG;CLT;5;0
11400;11300;990;DL;ATL;IND;6;0
27480;3300;690;DL;SAV;ATL;5;0
62390;6970;740;OO;DEN;ABQ;6;0
12890;4650;1050;WN;SEA;SMF;4;0
19210;4600;900;WN;DAL;BHM;3;0
64550;5000;650;OH;ATL;CHA;2;0
5040;5050;1620;AS;SEA;SNA;4;0
51800;7550;1050;EV;BOS;DCA;1;0
40;4300;2440;US;ORD;PHX;1;0
20380;6500;1850;AA;MIA;DTW;1;0
17830;10250;750;WN;FLL;JAX;1;0
16600;4550;1200;AA;DFW;IND;7;0
28260;10700;1800;MQ;CAE;DFW;4;0
63400;3700;1930;OH;EWR;MEM;5;0
19900;9650;600;AA;MIA;MCO;5;0
20080;10650;1180;DL;DEN;MSP;7;0
25700;4800;1450;DL;RSW;CVG;5;0
10200;6060;1670;US;PHL;MCO;6;0
17920;13650;2380;DL;SAN;ATL;4;0
36550;5450;1270;9E;MSP;TUL;4;0
62800;6800;710;OH;CVG;PIT;2;0
73560;5120;1180;EV;ATL;MLI;3;0
10790;8390;1700;FL;HPN;MCO;4;0
30310;8700;450;MQ;LAX;SAN;5;0
4760;8990;1050;FL;ATL;BWI;1;0
12890;11950;1250;WN;MDW;LGA;7;0
55920;6900;700;EV;CAE;ATL;2;0
29100;3600;1240;DL;RDU;DTW;5;0
7810;4720;2040;UA;CMH;DEN;4;0
22840;10300;1140;XE;IAH;TYS;3;0
55930;8950;800;EV;ATL;MOB;5;0
14130;6220;1510;DL;BOS;CVG;1;0
28340;11600;850;MQ;DFW;MHK;4;0
24310;10760;1240;XE;IND;EWR;7;0
950;5350;750;FL;ATL;RDU;5;0
24020;10450;1650;AA;AUS;ORD;6;0
21320;6900;1860;DL;MSP;GEG;1;0
2830;8650;1400;F9;STL;DEN;6;0
66810;10400;560;OH;DTW;AZO;3;0
63890;7870;540;OO;SFO;RNO;4;0
22170;5150;2850;DL;DTW;LAS;4;0
50910;13650;810;EV;ATL;JAN;2;0
45320;6600;950;MQ;BNA;DCA;6;0
3730;5700;1030;CO;CLT;EWR;3;0
12300;9950;1140;US;CLT;DTW;4;0
47260;12000;1020;OO;SLC;MFR;2;0
9170;9900;1700;B6;JFK;ORD;2;0
14200;6670;1370;FL;IND;TPA;3;0
19120;12900;990;DL;ATL;RIC;5;0
41530;8300;1350;MQ;AVP;ORD;7;0
11360;5100;2200;DL;SLC;ATL;7;0
41520;3700;600;MQ;AZO;ORD;6;0
41280;4650;970;9E;TRI;DTW;1;0
1070;8510;1240;F9;MSP;DEN;2;0
38750;3600;1140;9E;GSP;DTW;1;0
27570;9600;490;YV;TUS;PHX;3;0
280;8250;3000;AA;HNL;SFO;4;0
33950;10800;750;MQ;DFW;BTR;4;0
28820;14390;580;YV;PHX;FLG;3;0
28780;3950;1350;MQ;GJT;DFW;2;0
19590;10600;2250;AA;BOS;MIA;6;0
72680;7370;810;YV;IAD;LGA;7;0
23560;3550;1250;DL;RDU;DTW;5;0
46530;10530;1450;OO;FAR;SLC;4;0
28900;11520;1080;XE;CMH;EWR;4;0
1190;9590;1640;CO;TPA;EWR;7;0
43750;3850;650;MQ;DCA;RDU;2;0
20390;5100;1650;XE;EWR;ORD;4;0
5120;4650;700;WN;SAN;LAS;2;0
48240;10120;1010;OO;SLC;COS;1;0
13060;9600;1700;AA;SAN;DFW;1;0
12680;4950;1540;FL;MCO;BMI;4;0
52040;6030;1070;EV;SGF;ATL;3;0
650;4200;1330;AS;SEA;KTN;6;0
5720;4550;850;WN;SNA;SFO;3;0
68210;5400;690;OO;RDD;SFO;6;0
21710;11750;1630;XE;IAH;ORF;3;0
3140;8900;690;FL;ATL;CLT;4;0
6420;10400;700;AA;SAT;DFW;7;0
62440;6090;1590;OO;DEN;CVG;7;0
2240;6780;1010;CO;CLE;EWR;5;0
4910;6350;600;AA;OKC;DFW;3;0
7850;6060;2900;UA;BOS;DEN;1;0
5500;10300;1500;AA;LAS;DFW;3;0
40950;11500;910;9E;MSP;SBN;2;0
63220;5890;450;OO;SAN;LAX;3;0
62940;10400;660;OH;DTW;DAY;6;0
30310;8700;450;MQ;LAX;SAN;4;0
63930;12800;1100;OO;SFO;PSC;6;0
12260;4950;1250;US;EWR;CLT;4;0
18690;13400;780;US;CLT;BNA;3;0
65730;7760;570;OO;HDN;DEN;7;0
37840;11850;780;9E;MEM;COU;3;0
15990;6100;700;AA;DFW;IAH;3;0
10870;4650;1300;WN;BNA;FLL;7;0
15630;11220;1760;DL;DCA;MSP;3;0
28580;9450;1100;MQ;DFW;DSM;7;0
66230;4450;2100;OH;LGA;MCI;5;0
5840;9450;1450;AS;PDX;SNA;5;0
26170;6890;510;YV;CLT;GSO;2;0
3820;5930;510;HA;HNL;ITO;3;0
230;5750;690;B6;SYR;JFK;1;0
39350;3550;1300;9E;EWR;DTW;7;0
21850;4350;700;WN;FLL;JAX;3;0
47430;4000;1350;OO;CLE;MSP;4;0
16480;9600;1440;CO;IAH;FLL;4;0
11890;11550;1370;US;DCA;MCO;7;0
380;11990;860;B6;JFK;ROC;7;0
46980;12000;650;MQ;DCA;RDU;2;0
7070;13350;950;FL;ATL;DAY;5;0
63500;7220;790;OO;SFO;ONT;6;0
3280;7160;370;HA;HNL;OGG;3;0
10110;5700;350;YV;HNL;OGG;1;0
18990;9860;690;DL;ATL;BNA;6;0
50800;6860;930;EV;MLU;ATL;1;0
59210;5170;940;XE;IAD;TYS;3;0
8730;9850;3500;AS;OGG;ANC;4;0
8700;7750;3510;UA;SFO;JFK;4;0
6750;3620;1130;UA;BUF;ORD;5;0
3800;10580;1530;UA;MSY;IAD;5;0
48880;4250;940;OO;MSP;STL;7;0
30730;8770;730;OO;STL;MKE;5;0
